ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Default shop
161;1;Hi Tech Blush One Size 12;10;8.9;;;;;;;;dm_161;;Deborah Milano;Deborah Milano;8009518140613;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
162;1;Hi Tech Blush One Size 24;10;8.9;;;;;;;;dm_162;;Deborah Milano;Deborah Milano;8009518140606;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
163;1;Hi Tech Blush One Size 46;10;8.9;;;;;;;;dm_163;;Deborah Milano;Deborah Milano;8009518140583;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
164;1;Hi Tech Blush One Size 52;10;8.9;;;;;;;;dm_164;;Deborah Milano;Deborah Milano;8009518140590;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
165;1;Hi Tech Blush One Size 58;10;8.9;;;;;;;;dm_165;;Deborah Milano;Deborah Milano;8009518140576;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
166;1;Hi Tech Blush One Size 59;10;8.9;;;;;;;;dm_166;;Deborah Milano;Deborah Milano;8009518140620;;;;;;3.6;10;;;;;;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;Brushes on smoothly and stays on no need to touch up Stays colour true all day for a radiantly even and natural look Removable brush on the back Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/6a5501ae-4-high-tec-blush.jpg;;;;;;;;;;;;;Sale
167;1;Luminature Bronzing Powder One Size 1;10;6.5;;;;;;;;dm_167;;Deborah Milano;Deborah Milano;8009518118612;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
168;1;Luminature Bronzing Powder One Size 2;10;6.5;;;;;;;;dm_168;;Deborah Milano;Deborah Milano;8009518118636;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
169;1;Luminature Bronzing Powder One Size 3;10;6.5;;;;;;;;dm_169;;Deborah Milano;Deborah Milano;8009518118643;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
170;1;Luminature Bronzing Powder One Size 4;10;6.5;;;;;;;;dm_170;;Deborah Milano;Deborah Milano;8009518118650;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
171;1;Luminature Bronzing Powder One Size 5;10;6.5;;;;;;;;dm_171;;Deborah Milano;Deborah Milano;8009518118667;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
172;1;Luminature Bronzing Powder One Size 6;10;6.5;;;;;;;;dm_172;;Deborah Milano;Deborah Milano;8009518118674;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
174;1;Luminature Bronzing Powder One Size 9;10;6.5;;;;;;;;dm_174;;Deborah Milano;Deborah Milano;8009518118698;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
175;1;Luminature Bronzing Powder One Size 8;10;6.5;;;;;;;;dm_175;;Deborah Milano;Deborah Milano;8009518118681;;;;;;4.9;10;;;;;;"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";"Silky smooth pressed bronzing powder leaves a
luminously satiny finish
Perfectly balanced nonsmudging formula blends in
flawlessly and looks freshly applied around the clock
Skin tone appears beautifully even and the complexion
feels naturally velvety for hours
Enriched with mica for a dewy finish minimises minor
skin blemishes
Formulated with a high concentration of emollient
esters for a pleasantly silky feel
Also containing an active ingredient of mineral origin
powdered precious gems Amethyst motherofpearl
coral tourmaline amber jade and ruby all of them
rich in the mineral trace elements that are essential to
skin especially sensitive skins
The formula also contains Rosehips and Vitamins
AC and E well known for their antiageing and
antioxidant action";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/5226680d-4-luminature-bronzing-powder.jpg;;;;;;;;;;;;;Sale
176;1;Newskin Fluid Foundation One Size 1;10;7.5;;;;;;;;dm_176;;Deborah Milano;Deborah Milano;8009518140187;;;;;;5.6;10;;;;;;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/93ba73b3-7-newskin-fluid-foundation.jpg;;;;;;;;;;;;;Sale
177;1;Newskin Fluid Foundation One Size 2;10;7.5;;;;;;;;dm_177;;Deborah Milano;Deborah Milano;8009518140194;;;;;;5.6;10;;;;;;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/93ba73b3-7-newskin-fluid-foundation.jpg;;;;;;;;;;;;;Sale
178;1;Newskin Fluid Foundation One Size 3;10;7.5;;;;;;;;dm_178;;Deborah Milano;Deborah Milano;8009518140200;;;;;;5.6;10;;;;;;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/93ba73b3-7-newskin-fluid-foundation.jpg;;;;;;;;;;;;;Sale
179;1;Newskin Fluid Foundation One Size 4;10;7.5;;;;;;;;dm_179;;Deborah Milano;Deborah Milano;8009518140217;;;;;;5.6;10;;;;;;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/93ba73b3-7-newskin-fluid-foundation.jpg;;;;;;;;;;;;;Sale
180;1;Newskin Fluid Foundation One Size 5;10;7.5;;;;;;;;dm_180;;Deborah Milano;Deborah Milano;8009518140224;;;;;;5.6;10;;;;;;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;Silky smooth fluid texture for a luminous finish Antiaging SPF12 Hypoallergenic;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/93ba73b3-7-newskin-fluid-foundation.jpg;;;;;;;;;;;;;Sale
181;1;La Cipria One Size 24;10;3.25;;;;;;;;dm_181;;Deborah Milano;Deborah Milano;8009518122237;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
182;1;La Cipria One Size 29;10;3.25;;;;;;;;dm_182;;Deborah Milano;Deborah Milano;8009518122268;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
183;1;La Cipria One Size 30;10;3.25;;;;;;;;dm_183;;Deborah Milano;Deborah Milano;8009518122275;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
184;1;La Cipria One Size 33;10;3.25;;;;;;;;dm_184;;Deborah Milano;Deborah Milano;8009518122282;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
185;1;La Cipria One Size 34;10;3.25;;;;;;;;dm_185;;Deborah Milano;Deborah Milano;8009518122299;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
186;1;La Cipria One Size 40;10;3.25;;;;;;;;dm_186;;Deborah Milano;Deborah Milano;8009518122305;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
187;1;La Cipria One Size 41;10;3.25;;;;;;;;dm_187;;Deborah Milano;Deborah Milano;8009518122312;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
188;1;La Cipria One Size 42;10;3.25;;;;;;;;dm_188;;Deborah Milano;Deborah Milano;8009518122329;;;;;;5.3;10;;;;;;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;Featherlight silky smooth powder to even out tone leaves a noshine finish Dermatologist tested;;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/a2b11761-2-la-cipria.jpg;;;;;;;;;;;;;Sale
189;1;Cipria Ultrafine Compact Powder One Size 1;10;4.45;;;;;;;;dm_189;;Deborah Milano;Deborah Milano;8009518111996;;;;;;6.1;10;;;;;;"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/2a0f73f1-6-cipria-ultrafine-compact-powde.jpg;;;;;;;;;;;;;Sale
190;1;Cipria Ultrafine Compact Powder One Size 2;10;4.45;;;;;;;;dm_190;;Deborah Milano;Deborah Milano;8009518112399;;;;;;6.1;10;;;;;;"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/2a0f73f1-6-cipria-ultrafine-compact-powde.jpg;;;;;;;;;;;;;Sale
191;1;Cipria Ultrafine Compact Powder One Size 7;10;4.45;;;;;;;;dm_191;;Deborah Milano;Deborah Milano;8009518112405;;;;;;6.1;10;;;;;;"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/2a0f73f1-6-cipria-ultrafine-compact-powde.jpg;;;;;;;;;;;;;Sale
192;1;Cipria Ultrafine Compact Powder One Size 8;10;4.45;;;;;;;;dm_192;;Deborah Milano;Deborah Milano;8009518112412;;;;;;6.1;10;;;;;;"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/2a0f73f1-6-cipria-ultrafine-compact-powde.jpg;;;;;;;;;;;;;Sale
193;1;Cipria Ultrafine Compact Powder One Size 00;10;4.45;;;;;;;;dm_193;;Deborah Milano;Deborah Milano;8009518064988;;;;;;6.1;10;;;;;;"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";"Sheer luminous gossamerlight powder The soft
melting texture gives skin a velvety smooth finish
Formulated with siliconbased ingredients for longer
wear and a satinlike touch that feels blissfully
comfortable";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/2a0f73f1-6-cipria-ultrafine-compact-powde.jpg;;;;;;;;;;;;;Sale
194;1;Age Reset Concealer One Size 1;10;7.9;;;;;;;;dm_194;;Deborah Milano;Deborah Milano;8009518114775;;;;;;1.1;10;;;;;;"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/d5d60611-c-age-resist-concealer.jpg;;;;;;;;;;;;;Sale
195;1;Age Reset Concealer One Size 2;10;7.9;;;;;;;;dm_195;;Deborah Milano;Deborah Milano;8009518114782;;;;;;1.1;10;;;;;;"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/d5d60611-c-age-resist-concealer.jpg;;;;;;;;;;;;;Sale
196;1;Age Reset Concealer One Size 3;10;7.9;;;;;;;;dm_196;;Deborah Milano;Deborah Milano;8009518114799;;;;;;1.1;10;;;;;;"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/d5d60611-c-age-resist-concealer.jpg;;;;;;;;;;;;;Sale
197;1;Age Reset Concealer One Size 4;10;7.9;;;;;;;;dm_197;;Deborah Milano;Deborah Milano;8009518114805;;;;;;1.1;10;;;;;;"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";"Liquid concealer enriched with antiageing and illuminating Eye Pro and Osilift to combat wrinkles and minimise the appearance of puffiness and dark circles SPF20
Dermatologist tested";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/d5d60611-c-age-resist-concealer.jpg;;;;;;;;;;;;;Sale
198;1;24 Ore Perfect Concealer One Size 1;10;6.9;;;;;;;;dm_198;;Deborah Milano;Deborah Milano;8009518115857;;;;;;1.6;10;;;;;;"The 24 Ore Perfect Concealer Pen nbsp ideal for minimising skin imperfections discoloration fine lines and creating highlights to play down the appearance of dark circles and puffiness
The product contains perfectly round texturisers that provide a gliding consistency the pen leaves a supremely comfortable lightweight film over skin 
The effect on skin nbsp a matte smooth finish with excellent coverage";"The 24 Ore Perfect Concealer Pen nbsp ideal for minimising skin imperfections discoloration fine lines and creating highlights to play down the appearance of dark circles and puffiness
The product contains perfectly round texturisers that provide a gliding consistency the pen leaves a supremely comfortable lightweight film over skin 
The effect on skin nbsp a matte smooth finish with excellent coverage";;;;;;;;;;;;http://www.deborahmilano.co.uk/upload/siteimages/Product/fd88ca38-5-24ore-perfect-concealer.jpg;;;;;;;;;;;;;Sale
